stateabb,year,milex,milper
QAT,1973,736000,3
QAT,1974,219000,3
QAT,1975,322000,5
QAT,1976,537000,5
QAT,1977,765000,5
QAT,1978,948000,5
QAT,1979,1263000,5
QAT,1980,603000,6
QAT,1981,896000,6
QAT,1982,-9,6
QAT,1983,166000,6
QAT,1984,165940,6
QAT,1985,230800,7
QAT,1986,-9,9
QAT,1987,154200,11
QAT,1988,135700,7
QAT,1989,-9,7
QAT,1990,-9,11
QAT,1991,934070,11
QAT,1992,-9,8
QAT,1993,801000,8
QAT,1994,308000,10
QAT,1995,700000,10
QAT,1996,772000,11
QAT,1997,1346000,11
QAT,1998,1373000,11
QAT,1999,1468000,12
QAT,2000,1183000,12
QAT,2001,1243000,12
QAT,2002,1855000,12
QAT,2003,1923000,12
QAT,2004,2060000,12
QAT,2005,888000,12
QAT,2006,1065000,12
QAT,2007,1099000,12
QAT,2008,1756000,12
QAT,2009,2500000,12
QAT,2010,3117000,12
QAT,2011,3476000,12
QAT,2012,-9,12
QAT,2013,-9,12
QAT,2014,-9,12
QAT,2015,-9,12
QAT,2016,4404000,12
UAE,1971,0,2
UAE,1972,0,10
UAE,1973,12912,11
UAE,1974,20181,19
UAE,1975,31303,21
UAE,1976,78925,27
UAE,1977,605897,25
UAE,1978,689192,25
UAE,1979,1180300,25
UAE,1980,2093788,44
UAE,1981,2269943,44
UAE,1982,2915345,44
UAE,1983,2421878,44
UAE,1984,2343436,44
UAE,1985,2043000,44
UAE,1986,1880000,44
UAE,1987,1580000,44
UAE,1988,1590000,43
UAE,1989,1471000,43
UAE,1990,2590000,66
UAE,1991,4900000,66
UAE,1992,2100000,55
UAE,1993,1771000,55
UAE,1994,2149000,60
UAE,1995,1950000,60
UAE,1996,2115000,60
UAE,1997,2424000,60
UAE,1998,3056000,65
UAE,1999,3187000,65
UAE,2000,2997000,65
UAE,2001,3070000,65
UAE,2002,2490000,42
UAE,2003,2517000,50
UAE,2004,2589000,50
UAE,2005,8747000,51
UAE,2006,9482000,51
UAE,2007,10082000,51
UAE,2008,13733000,51
UAE,2009,7957000,51
UAE,2010,16057000,51
UAE,2011,9320000,51
UAE,2012,-9,51
UAE,2013,-9,51
UAE,2014,-9,51
UAE,2015,-9,63
UAE,2016,-9,63
OMA,1971,38517,4
OMA,1972,65138,4
OMA,1973,119760,8
OMA,1974,341633,10
OMA,1975,697741,12
OMA,1976,784597,12
OMA,1977,686161,12
OMA,1978,767226,12
OMA,1979,779056,13
OMA,1980,1177939,15
OMA,1981,1684776,15
OMA,1982,1682003,15
OMA,1983,1959897,20
OMA,1984,2131009,25
OMA,1985,2076000,25
OMA,1986,1560000,26
OMA,1987,1510000,27
OMA,1988,1385000,27
OMA,1989,1360000,29
OMA,1990,1390000,32
OMA,1991,1440000,29
OMA,1992,1800000,35
OMA,1993,1800000,35
OMA,1994,2063000,35
OMA,1995,2018000,36
OMA,1996,1957000,38
OMA,1997,1976000,38
OMA,1998,1792000,42
OMA,1999,1631000,38
OMA,2000,2099000,44
OMA,2001,2831000,43
OMA,2002,2518000,42
OMA,2003,2468000,42
OMA,2004,2563000,42
OMA,2005,3695000,42
OMA,2006,3276000,42
OMA,2007,3237000,42
OMA,2008,4671000,43
OMA,2009,4018000,43
OMA,2010,4177000,43
OMA,2011,4291000,43
OMA,2012,6723000,43
OMA,2013,9746000,43
OMA,2014,9623000,43
OMA,2015,9887000,43
OMA,2016,9103000,43
AFG,1919,-9,-9
AFG,1920,-9,55
AFG,1921,-9,55
AFG,1922,-9,55
AFG,1923,-9,65
AFG,1924,-9,65
AFG,1925,-9,76
AFG,1926,-9,76
AFG,1927,-9,76
AFG,1928,-9,60
AFG,1929,-9,60
AFG,1930,-9,60
AFG,1931,4536,60
AFG,1932,3731,60
AFG,1933,-9,72
AFG,1934,-9,45
AFG,1935,7172,72
AFG,1936,7363,103
AFG,1937,-9,103
AFG,1938,6783,103
AFG,1939,-9,103
AFG,1940,-9,60
AFG,1941,-9,90
AFG,1942,-9,90
AFG,1943,-9,90
AFG,1944,-9,90
AFG,1945,-9,90
AFG,1946,-9,90
AFG,1947,-9,100
AFG,1948,-9,90
AFG,1949,-9,75
AFG,1950,4654,75
AFG,1951,5657,60
AFG,1952,6730,60
AFG,1953,9596,41
AFG,1954,5012,41
AFG,1955,6504,43
AFG,1956,4814,43
AFG,1957,7227,43
AFG,1958,6252,43
AFG,1959,11073,50
AFG,1960,14240,60
AFG,1961,14184,110
AFG,1962,13125,104
AFG,1963,14795,110
AFG,1964,14544,112
AFG,1965,13865,97
AFG,1966,16819,97
AFG,1967,17932,95
AFG,1968,20067,89
AFG,1969,20915,89
AFG,1970,19469,91
AFG,1971,29844,91
AFG,1972,32289,91
AFG,1973,32400,91
AFG,1974,34733,80
AFG,1975,40555,130
AFG,1976,42422,142
AFG,1977,52289,143
AFG,1978,59400,110
AFG,1979,58000,89
AFG,1980,238087,43
AFG,1981,326007,45
AFG,1982,326872,55
AFG,1983,296987,46
AFG,1984,210032,46
AFG,1985,286560,47
AFG,1986,-9,47
AFG,1987,-9,50
AFG,1988,-9,55
AFG,1989,-9,55
AFG,1990,430000,58
AFG,1991,-9,45
AFG,1992,-9,45
AFG,1993,-9,45
AFG,1994,-9,45
AFG,1995,200000,-9
AFG,1996,208000,-9
AFG,1997,209000,-9
AFG,1998,255000,-9
AFG,1999,250000,400
AFG,2000,250000,400
AFG,2001,245000,-9
AFG,2002,-9,50
AFG,2003,-9,60
AFG,2004,-9,44
AFG,2005,116000,27
AFG,2006,120000,27
AFG,2007,153000,50
AFG,2008,180000,51
AFG,2009,252000,53
AFG,2010,277000,94
AFG,2011,1822000,136
AFG,2012,2077000,171
AFG,2013,2898000,191
AFG,2014,3286000,186
AFG,2015,3226000,179
AFG,2016,2581000,161
TKM,1991,-9,-9
TKM,1992,433300,28
TKM,1993,74000,28
TKM,1994,66000,15
TKM,1995,135000,21
TKM,1996,141000,21
TKM,1997,138000,21
TKM,1998,86000,15
TKM,1999,144000,15
TKM,2000,290000,14
TKM,2001,222000,18
TKM,2002,350000,18
TKM,2003,350000,29
TKM,2004,415000,28
TKM,2005,154000,26
TKM,2006,184000,26
TKM,2007,209000,26
TKM,2008,84000,22
TKM,2009,-9,22
TKM,2010,198000,22
TKM,2011,-9,22
TKM,2012,539000,22
TKM,2013,-9,22
TKM,2014,-9,22
TKM,2015,-9,30
TKM,2016,-9,37
TAJ,1991,-9,-9
TAJ,1992,202800,3
TAJ,1993,151000,3
TAJ,1994,69000,3
TAJ,1995,111000,8
TAJ,1996,118000,10
TAJ,1997,132000,10
TAJ,1998,102000,7
TAJ,1999,92000,7
TAJ,2000,130000,6
TAJ,2001,127000,6
TAJ,2002,140000,6
TAJ,2003,150000,6
TAJ,2004,160000,7
TAJ,2005,62000,8
TAJ,2006,73000,8
TAJ,2007,87000,8
TAJ,2008,80000,9
TAJ,2009,49000,9
TAJ,2010,60000,9
TAJ,2011,146000,9
TAJ,2012,170000,9
TAJ,2013,189000,9
TAJ,2014,186000,9
TAJ,2015,152000,9
TAJ,2016,-9,9
KYR,1991,-9,-9
KYR,1992,47060,12
KYR,1993,85300,12
KYR,1994,49000,13
KYR,1995,56000,13
KYR,1996,50000,13
KYR,1997,68000,14
KYR,1998,66000,11
KYR,1999,35000,12
KYR,2000,230000,9
KYR,2001,255000,9
KYR,2002,200000,11
KYR,2003,220000,11
KYR,2004,255000,12
KYR,2005,34000,13
KYR,2006,36000,13
KYR,2007,39000,13
KYR,2008,47000,11
KYR,2009,44000,11
KYR,2010,19000,11
KYR,2011,102000,11
KYR,2012,105000,11
KYR,2013,102000,11
KYR,2014,95000,11
KYR,2015,80000,11
KYR,2016,-9,11
UZB,1991,-9,-9
UZB,1992,-9,40
UZB,1993,-9,41
UZB,1994,382000,20
UZB,1995,385000,21
UZB,1996,441000,30
UZB,1997,610000,65
UZB,1998,670000,33
UZB,1999,1230000,33
UZB,2000,1750000,59
UZB,2001,1764000,52
UZB,2002,2100000,52
UZB,2003,2200000,52
UZB,2004,2400000,54
UZB,2005,76000,55
UZB,2006,85000,55
UZB,2007,94000,55
UZB,2008,-9,67
UZB,2009,-9,67
UZB,2010,1422000,67
UZB,2011,1422000,67
UZB,2012,-9,67
UZB,2013,-9,48
UZB,2014,-9,48
UZB,2015,-9,48
UZB,2016,-9,48
KZK,1991,-9,-9
KZK,1992,1500000,40
KZK,1993,1140000,15
KZK,1994,424000,18
KZK,1995,427000,20
KZK,1996,552000,30
KZK,1997,503000,34
KZK,1998,508000,33
KZK,1999,291000,33
KZK,2000,1250000,64
KZK,2001,1274000,64
KZK,2002,1500000,60
KZK,2003,1500000,66
KZK,2004,1680000,66
KZK,2005,596000,66
KZK,2006,800000,66
KZK,2007,1164000,66
KZK,2008,1608000,49
KZK,2009,1353000,49
KZK,2010,1481000,49
KZK,2011,1766000,49
KZK,2012,2280000,49
KZK,2013,2318000,39
KZK,2014,2030000,39
KZK,2015,1945000,39
KZK,2016,1101000,39
CHN,1860,-9,1000
CHN,1861,-9,1000
CHN,1862,-9,1000
CHN,1863,-9,1000
CHN,1864,-9,1000
CHN,1865,-9,1000
CHN,1866,-9,1000
CHN,1867,-9,1000
CHN,1868,-9,1000
CHN,1869,-9,1000
CHN,1870,-9,1000
CHN,1871,-9,1000
CHN,1872,-9,1000
CHN,1873,-9,1000
CHN,1874,-9,1000
CHN,1875,-9,1000
CHN,1876,-9,1000
CHN,1877,-9,1000
CHN,1878,-9,1000
CHN,1879,-9,1000
CHN,1880,-9,1000
CHN,1881,-9,1000
CHN,1882,-9,1000
CHN,1883,-9,1000
CHN,1884,-9,1000
CHN,1885,-9,1000
CHN,1886,-9,1000
CHN,1887,-9,1000
CHN,1888,-9,1000
CHN,1889,-9,1000
CHN,1890,-9,1000
CHN,1891,-9,1000
CHN,1892,-9,1000
CHN,1893,-9,1000
CHN,1894,-9,1000
CHN,1895,-9,1000
CHN,1896,2994,1000
CHN,1897,2660,1000
CHN,1898,11968,1000
CHN,1899,11967,1000
CHN,1900,12241,1000
CHN,1901,5155,1000
CHN,1902,8769,1000
CHN,1903,8765,1000
CHN,1904,8761,1000
CHN,1905,10105,1000
CHN,1906,11022,1000
CHN,1907,-9,1000
CHN,1908,-9,1000
CHN,1909,-9,1000
CHN,1910,-9,1000
CHN,1911,11880,1003
CHN,1912,-9,450
CHN,1913,18408,450
CHN,1914,67785,460
CHN,1915,-9,500
CHN,1916,89499,850
CHN,1917,-9,900
CHN,1918,193472,1300
CHN,1919,214511,1380
CHN,1920,-9,1442
CHN,1921,-9,1504
CHN,1922,-9,1566
CHN,1923,-9,1628
CHN,1924,-9,1700
CHN,1925,177669,1700
CHN,1926,-9,1700
CHN,1927,64307,1700
CHN,1928,105698,1700
CHN,1929,111605,1700
CHN,1930,101852,1700
CHN,1931,73381,1700
CHN,1932,75541,1700
CHN,1933,108653,1700
CHN,1934,137458,1700
CHN,1935,146954,1700
CHN,1936,148278,1700
CHN,1937,407941,2000
CHN,1938,103151,900
CHN,1939,173755,1488
CHN,1940,217589,2036
CHN,1941,244000,2584
CHN,1942,61724,3132
CHN,1943,331806,3680
CHN,1944,195582,4228
CHN,1945,228612,4775
CHN,1946,789300,4158
CHN,1947,257474,4015
CHN,1948,214176,3690
CHN,1949,2030000,2570
CHN,1950,2558000,4000
CHN,1951,3094000,3000
CHN,1952,2709000,3026
CHN,1953,2538205,3052
CHN,1954,2538205,3078
CHN,1955,2575000,3000
CHN,1956,5539170,3130
CHN,1957,6219080,3156
CHN,1958,5894070,3182
CHN,1959,6612470,3208
CHN,1960,6727610,3234
CHN,1961,7953200,2200
CHN,1962,9329700,2300
CHN,1963,10690350,2500
CHN,1964,12851090,2750
CHN,1965,13787580,2400
CHN,1966,15931440,2600
CHN,1967,16389240,2710
CHN,1968,17856960,2800
CHN,1969,20299920,2830
CHN,1970,23775520,2850
CHN,1971,21600000,2970
CHN,1972,22500000,3040
CHN,1973,24500000,3250
CHN,1974,26800000,4300
CHN,1975,28500000,4300
CHN,1976,31700000,4300
CHN,1977,32700000,4300
CHN,1978,35000000,4500
CHN,1979,30000000,4600
CHN,1980,28500000,4650
CHN,1981,30500000,4750
CHN,1982,33000000,4350
CHN,1983,34500000,4100
CHN,1984,23850000,4100
CHN,1985,6350000,4100
CHN,1986,5830000,4030
CHN,1987,5640000,3530
CHN,1988,5860000,3780
CHN,1989,6670000,3900
CHN,1990,6060000,3500
CHN,1991,18790000,3200
CHN,1992,24300000,3160
CHN,1993,27400000,3030
CHN,1994,28945000,2930
CHN,1995,32929000,2930
CHN,1996,36176000,2650
CHN,1997,36551000,2600
CHN,1998,38191000,2600
CHN,1999,39889000,2400
CHN,2000,42000000,2810
CHN,2001,46049000,2310
CHN,2002,68963000,2270
CHN,2003,75500000,2250
CHN,2004,84303000,2253
CHN,2005,29873000,2255
CHN,2006,35223000,2255
CHN,2007,46174000,2255
CHN,2008,60187000,2105
CHN,2009,70381000,2185
CHN,2010,76361000,2285
CHN,2011,90221000,2285
CHN,2012,102643000,2285
CHN,2013,112173000,2285
CHN,2014,129408000,2333
CHN,2015,145832000,2333
CHN,2016,145039000,2333
MON,1921,-9,0
MON,1922,-9,1
MON,1923,-9,3
MON,1924,-9,4
MON,1925,-9,8
MON,1926,-9,12
MON,1927,-9,17
MON,1928,-9,8
MON,1929,-9,2
MON,1930,-9,2
MON,1931,-9,2
MON,1932,-9,2
MON,1933,-9,2
MON,1934,6500,2
MON,1935,-9,2
MON,1936,14400,2
MON,1937,-9,2
MON,1938,23400,2
MON,1939,-9,2
MON,1940,-9,-9
MON,1941,-9,-9
MON,1942,-9,-9
MON,1943,-9,-9
MON,1944,-9,80
MON,1945,-9,80
MON,1946,-9,-9
MON,1947,-9,-9
MON,1948,55050,-9
MON,1949,-9,10
MON,1950,-9,11
MON,1951,-9,12
MON,1952,96651,13
MON,1953,100502,14
MON,1954,-9,15
MON,1955,99177,16
MON,1956,-9,17
MON,1957,90828,19
MON,1958,-9,20
MON,1959,-9,22
MON,1960,15000,24
MON,1961,15000,26
MON,1962,15000,28
MON,1963,15000,28
MON,1964,25000,30
MON,1965,25000,0
MON,1966,15000,0
MON,1967,20000,0
MON,1968,25000,0
MON,1969,33000,0
MON,1970,37000,33
MON,1971,42250,29
MON,1972,48000,29
MON,1973,53250,39
MON,1974,90500,47
MON,1975,93250,36
MON,1976,121131,25
MON,1977,120535,36
MON,1978,125297,36
MON,1979,142433,36
MON,1980,175074,36
MON,1981,200103,35
MON,1982,239876,36
MON,1983,219903,38
MON,1984,228090,38
MON,1985,233040,38
MON,1986,235430,40
MON,1987,249440,32
MON,1988,268380,32
MON,1989,259000,33
MON,1990,238805,32
MON,1991,264000,31
MON,1992,258000,21
MON,1993,32300,18
MON,1994,18000,18
MON,1995,19000,18
MON,1996,15000,20
MON,1997,23000,20
MON,1998,21000,20
MON,1999,19000,20
MON,2000,23000,9
MON,2001,25000,9
MON,2002,25000,9
MON,2003,15000,9
MON,2004,18000,9
MON,2005,30000,9
MON,2006,39000,9
MON,2007,43000,9
MON,2008,52000,9
MON,2009,38000,9
MON,2010,54000,10
MON,2011,81000,10
MON,2012,114000,10
MON,2013,133000,10
MON,2014,105000,10
MON,2015,93000,10
MON,2016,117000,10
TAW,1949,0,1500
TAW,1950,81259,300
TAW,1951,109903,500
TAW,1952,91125,500
TAW,1953,145631,600
TAW,1954,67029,600
TAW,1955,133813,600
TAW,1956,129136,530
TAW,1957,153349,580
TAW,1958,254237,630
TAW,1959,203408,615
TAW,1960,222650,600
TAW,1961,230866,580
TAW,1962,269798,570
TAW,1963,279790,544
TAW,1964,299252,600
TAW,1965,319202,524
TAW,1966,254364,544
TAW,1967,274314,547
TAW,1968,299252,528
TAW,1969,379052,555
TAW,1970,481296,522
TAW,1971,507500,540
TAW,1972,552500,550
TAW,1973,678947,503
TAW,1974,852631,493
TAW,1975,1007894,504
TAW,1976,1202631,475
TAW,1977,1535422,460
TAW,1978,2628391,471
TAW,1979,4728790,468
TAW,1980,6571428,465
TAW,1981,2651000,461
TAW,1982,3509000,457
TAW,1983,4026000,464
TAW,1984,3821000,484
TAW,1985,4100000,444
TAW,1986,4540000,424
TAW,1987,5910000,424
TAW,1988,6700000,406
TAW,1989,8060000,406
TAW,1990,8690000,370
TAW,1991,9290000,370
TAW,1992,10420000,360
TAW,1993,10450000,442
TAW,1994,11457000,425
TAW,1995,13143000,425
TAW,1996,13868000,400
TAW,1997,13657000,400
TAW,1998,14447000,370
TAW,1999,14964000,370
TAW,2000,17597000,370
TAW,2001,10432000,370
TAW,2002,7589000,370
TAW,2003,6632000,290
TAW,2004,7519000,290
TAW,2005,7978000,290
TAW,2006,7738000,290
TAW,2007,9585000,290
TAW,2008,10495000,290
TAW,2009,9500000,290
TAW,2010,8979000,290
TAW,2011,9717000,290
TAW,2012,10452000,290
TAW,2013,10316000,290
TAW,2014,10126000,290
TAW,2015,10257000,290
TAW,2016,9825000,215
KOR,1887,-9,-9
KOR,1888,-9,7
KOR,1889,-9,7
KOR,1890,-9,7
KOR,1891,-9,7
KOR,1892,-9,7
KOR,1893,-9,5
KOR,1894,-9,5
KOR,1895,171,4
KOR,1896,171,4
KOR,1897,99,4
KOR,1898,-9,4
KOR,1899,146,4
KOR,1900,164,5
KOR,1901,360,17
KOR,1902,284,17
KOR,1903,407,17
KOR,1904,255,10
KOR,1905,239,17
PRK,1948,0,200
PRK,1949,-9,60
PRK,1950,-9,120
PRK,1951,-9,100
PRK,1952,-9,211
PRK,1953,-9,260
PRK,1954,-9,280
PRK,1955,-9,300
PRK,1956,-9,320
PRK,1957,-9,340
PRK,1958,2210054,360
PRK,1959,-9,380
PRK,1960,200000,400
PRK,1961,225000,390
PRK,1962,250000,380
PRK,1963,280000,352
PRK,1964,300000,362
PRK,1965,350000,378
PRK,1966,350000,383
PRK,1967,470000,383
PRK,1968,610000,410
PRK,1969,615000,410
PRK,1970,700000,438
PRK,1971,762646,450
PRK,1972,523333,460
PRK,1973,608292,470
PRK,1974,759512,470
PRK,1975,879268,470
PRK,1976,1003962,500
PRK,1977,1033658,520
PRK,1978,1143902,632
PRK,1979,1250244,692
PRK,1980,1416585,700
PRK,1981,1681008,768
PRK,1982,1775987,782
PRK,1983,1915982,784
PRK,1984,5200000,784
PRK,1985,4196000,784
PRK,1986,3870000,838
PRK,1987,4220000,838
PRK,1988,4620000,842
PRK,1989,4200000,1040
PRK,1990,5230000,1200
PRK,1991,5450000,1200
PRK,1992,5500000,1200
PRK,1993,5300000,1100
PRK,1994,5660000,1100
PRK,1995,5232000,1100
PRK,1996,5559000,1100
PRK,1997,2273000,1100
PRK,1998,2086000,1000
PRK,1999,2100000,1000
PRK,2000,2091000,1055
PRK,2001,2049000,1082
PRK,2002,-9,1082
PRK,2003,-9,1082
PRK,2004,-9,1094
PRK,2005,-9,1106
PRK,2006,-9,1106
PRK,2007,-9,1106
PRK,2008,-9,1106
PRK,2009,-9,1106
PRK,2010,-9,1106
PRK,2011,-9,1190
PRK,2012,-9,1190
PRK,2013,-9,1190
PRK,2014,-9,1190
PRK,2015,-9,1190
PRK,2016,-9,1190
ROK,1949,12245,69
ROK,1950,32000,109
ROK,1951,39048,196
ROK,1952,47860,335
ROK,1953,82544,504
ROK,1954,58797,630
ROK,1955,80684,730
ROK,1956,79738,650
ROK,1957,111330,650
ROK,1958,109371,650
ROK,1959,111332,650
ROK,1960,98612,650
ROK,1961,99503,570
ROK,1962,132973,570
ROK,1963,100081,627
ROK,1964,128760,600
ROK,1965,111990,604
ROK,1966,148270,572
ROK,1967,176991,612
ROK,1968,226122,620
ROK,1969,273553,620
ROK,1970,270976,645
ROK,1971,318782,638
ROK,1972,313056,635
ROK,1973,429303,634
ROK,1974,491971,634
ROK,1975,578512,630
ROK,1976,876033,610
ROK,1977,1470743,600
ROK,1978,1913223,600
ROK,1979,2721074,638
ROK,1980,3308760,600
ROK,1981,4285002,606
ROK,1982,4350065,601
ROK,1983,4406876,602
ROK,1984,4494500,602
ROK,1985,4550000,600
ROK,1986,5110000,604
ROK,1987,6970000,604
ROK,1988,8510000,626
ROK,1989,9886000,647
ROK,1990,10620000,650
ROK,1991,10800000,750
ROK,1992,11400000,750
ROK,1993,11930000,750
ROK,1994,12764000,750
ROK,1995,14179000,750
ROK,1996,16172000,670
ROK,1997,15334000,670
ROK,1998,10461000,670
ROK,1999,12088000,665
ROK,2000,12749000,683
ROK,2001,11165000,683
ROK,2002,13081000,686
ROK,2003,14632000,686
ROK,2004,16354000,687
ROK,2005,21504000,688
ROK,2006,24645000,688
ROK,2007,26588000,687
ROK,2008,24182000,687
ROK,2009,22439000,687
ROK,2010,25069000,687
ROK,2011,28335000,655
ROK,2012,29256000,655
ROK,2013,31846000,655
ROK,2014,34438000,655
ROK,2015,33460000,655
ROK,2016,33778000,628
JPN,1860,-9,12
JPN,1861,-9,12
JPN,1862,-9,12
JPN,1863,-9,0
JPN,1864,-9,0
JPN,1865,-9,0
JPN,1866,-9,0
JPN,1867,-9,0
JPN,1868,907,0
JPN,1869,568,6
JPN,1870,320,6
JPN,1871,661,17
JPN,1872,1853,20
JPN,1873,1889,40
JPN,1874,2283,41
JPN,1875,1957,41
JPN,1876,1611,37
JPN,1877,1431,38
JPN,1878,1423,43
JPN,1879,1670,44
JPN,1880,1786,45
JPN,1881,1728,46
JPN,1882,1809,47
JPN,1883,2046,48
JPN,1884,2120,48
JPN,1885,1873,52
JPN,1886,3109,56
JPN,1887,3271,62
JPN,1888,3238,62
JPN,1889,3529,69
JPN,1890,3905,71
JPN,1891,3576,89
JPN,1892,2496,79
JPN,1893,2351,71
JPN,1894,13167,83
JPN,1895,11743,207
JPN,1896,7398,103
JPN,1897,11054,132
JPN,1898,11243,156
JPN,1899,11421,147
JPN,1900,13311,182
JPN,1901,10236,206
JPN,1902,8577,209
JPN,1903,15092,214
JPN,1904,67273,218
JPN,1905,73031,250
JPN,1906,37842,266
JPN,1907,21466,262
JPN,1908,21338,273
JPN,1909,17721,273
JPN,1910,18516,283
JPN,1911,20546,274
JPN,1912,19961,275
JPN,1913,19189,296
JPN,1914,108347,300
JPN,1915,107515,650
JPN,1916,121129,650
JPN,1917,175068,660
JPN,1918,298716,660
JPN,1919,435629,306
JPN,1920,449471,306
JPN,1921,404130,306
JPN,1922,334655,306
JPN,1923,258175,306
JPN,1924,204128,306
JPN,1925,181598,306
JPN,1926,203489,302
JPN,1927,233185,274
JPN,1928,240349,285
JPN,1929,228010,296
JPN,1930,218639,293
JPN,1931,222176,292
JPN,1932,199238,370
JPN,1933,220162,371
JPN,1934,277949,399
JPN,1935,295113,410
JPN,1936,279785,416
JPN,1937,942416,393
JPN,1938,1699210,370
JPN,1939,1699970,957
JPN,1940,1863181,957
JPN,1941,2929917,3075
JPN,1942,4414273,3075
JPN,1943,6989871,3075
JPN,1944,17227328,4325
JPN,1945,4002481,6095
JPN,1952,289212,119
JPN,1953,437044,123
JPN,1954,429720,165
JPN,1955,377688,196
JPN,1956,373590,215
JPN,1957,424924,224
JPN,1958,420767,243
JPN,1959,436495,255
JPN,1960,454148,263
JPN,1961,507622,230
JPN,1962,617276,235
JPN,1963,681028,243
JPN,1964,781283,244
JPN,1965,852603,246
JPN,1966,964203,227
JPN,1967,1069692,231
JPN,1968,1207489,235
JPN,1969,1386700,236
JPN,1970,1649789,236
JPN,1971,2252068,234
JPN,1972,2640987,233
JPN,1973,3119484,233
JPN,1974,4007243,237
JPN,1975,4535240,237
JPN,1976,4972179,236
JPN,1977,5514055,236
JPN,1978,7691538,239
JPN,1979,9995146,239
JPN,1980,9297521,242
JPN,1981,11623810,241
JPN,1982,11038627,243
JPN,1983,11654008,241
JPN,1984,12774892,241
JPN,1985,14189000,241
JPN,1986,20930000,245
JPN,1987,25420000,244
JPN,1988,28406000,245
JPN,1989,30090000,247
JPN,1990,28730000,250
JPN,1991,32680000,250
JPN,1992,38600000,242
JPN,1993,41730000,242
JPN,1994,46639000,233
JPN,1995,50219000,240
JPN,1996,45502000,250
JPN,1997,40891000,250
JPN,1998,38482000,255
JPN,1999,40383000,240
JPN,2000,45316000,237
JPN,2001,39513000,240
JPN,2002,39200000,240
JPN,2003,42835000,240
JPN,2004,45152000,240
JPN,2005,43910000,240
JPN,2006,41144000,260
JPN,2007,41039000,240
JPN,2008,46044000,240
JPN,2009,51085000,230
JPN,2010,54357000,230
JPN,2011,59834000,248
JPN,2012,59077000,248
JPN,2013,59077000,247
JPN,2014,47685000,247
JPN,2015,41013000,247
JPN,2016,47342000,247
IND,1947,218680,311
IND,1948,275196,321
IND,1949,503918,331
IND,1950,366073,341
IND,1951,383874,351
IND,1952,390843,361
IND,1953,403943,371
IND,1954,412961,381
IND,1955,401830,391
IND,1956,443282,400
IND,1957,554630,445
IND,1958,586373,490
IND,1959,564644,535
IND,1960,579971,535
IND,1961,638173,775
IND,1962,909968,800
IND,1963,1530052,1083
IND,1964,1689445,1215
IND,1965,1804170,1220
IND,1966,1943245,1400
IND,1967,1258579,1420
IND,1968,1347555,1480
IND,1969,1424750,1510
IND,1970,1507870,1550
IND,1971,1924810,1560
IND,1972,2133921,1590
IND,1973,2161844,1620
IND,1974,2473833,1620
IND,1975,2660197,1670
IND,1976,2878683,1440
IND,1977,3109509,1270
IND,1978,3535459,1300
IND,1979,4023901,1286
IND,1980,4560701,1104
IND,1981,5022113,1104
IND,1982,5278087,1120
IND,1983,5682888,1104
IND,1984,6907034,1120
IND,1985,6330000,1260
IND,1986,7970000,1260
IND,1987,9650000,1260
IND,1988,9590000,1360
IND,1989,8940000,1260
IND,1990,10100000,1260
IND,1991,8070000,1260
IND,1992,6700000,1260
IND,1993,7000000,1260
IND,1994,7638000,1260
IND,1995,9992000,1260
IND,1996,12079000,1260
IND,1997,12805000,1260
IND,1998,13594000,1300
IND,1999,13895000,1300
IND,2000,14765000,1303
IND,2001,14167000,1263
IND,2002,13749000,1298
IND,2003,15508000,1325
IND,2004,19821000,1325
IND,2005,21726000,1325
IND,2006,22428000,1325
IND,2007,26513000,1316
IND,2008,31540000,1288
IND,2009,38278000,1281
IND,2010,30865000,1325
IND,2011,36115000,1325
IND,2012,33404000,1325
IND,2013,36297000,1325
IND,2014,45212000,1325
IND,2015,47956000,1346
IND,2016,51052000,1346
BHU,1971,-9,5
BHU,1972,-9,5
BHU,1973,-9,5
BHU,1974,-9,5
BHU,1975,-9,5
BHU,1976,-9,5
BHU,1977,-9,4
BHU,1978,-9,4
BHU,1979,-9,4
BHU,1980,-9,4
BHU,1981,-9,4
BHU,1982,-9,4
BHU,1983,-9,4
BHU,1984,-9,4
BHU,1985,-9,4
BHU,1986,-9,4
BHU,1987,-9,4
BHU,1988,-9,5
BHU,1989,-9,4
BHU,1990,-9,5
BHU,1991,-9,5
BHU,1992,-9,5
BHU,1993,-9,5
BHU,1994,-9,5
BHU,1995,-9,5
BHU,1996,-9,8
BHU,1997,-9,8
BHU,1998,19000,8
BHU,1999,20000,8
BHU,2000,21000,6
BHU,2001,19000,-9
BHU,2002,-9,-9
BHU,2003,-9,-9
BHU,2004,-9,-9
BHU,2005,-9,-9
BHU,2006,-9,-9
BHU,2007,-9,-9
BHU,2008,-9,-9
BHU,2009,-9,-9
BHU,2010,-9,-9
BHU,2011,-9,-9
BHU,2012,-9,-9
BHU,2013,-9,-9
BHU,2014,-9,-9
BHU,2015,-9,-9
BHU,2016,-9,-9
PAK,1947,0,275
PAK,1948,107414,265
PAK,1949,187161,256
PAK,1950,199398,246
PAK,1951,244578,237
PAK,1952,282563,227
PAK,1953,246233,218
PAK,1954,212349,208
PAK,1955,235629,199
PAK,1956,165830,190
PAK,1957,149428,206
PAK,1958,161365,223
PAK,1959,183490,223
PAK,1960,204175,223
