stateabb,year,irst,pec
MEX,1939,142,8675
MEX,1940,147,9186
MEX,1941,142,8470
MEX,1942,174,8576
MEX,1943,167,8635
MEX,1944,175,9348
MEX,1945,230,9916
MEX,1946,258,10955
MEX,1947,290,11868
MEX,1948,292,12619
MEX,1949,373,11754
MEX,1950,390,14959
MEX,1951,467,16947
MEX,1952,537,18160
MEX,1953,462,19542
MEX,1954,454,20698
MEX,1955,510,22320
MEX,1956,591,22803
MEX,1957,687,24914
MEX,1958,988,29377
MEX,1959,1213,33056
MEX,1960,1500,34456
MEX,1961,1725,36950
MEX,1962,1851,37546
MEX,1963,1974,39140
MEX,1964,2284,43646
MEX,1965,2394,45230
MEX,1966,2780,46652
MEX,1967,3059,51824
MEX,1968,3270,52589
MEX,1969,3470,54560
MEX,1970,3846,60727
MEX,1971,3784,62974
MEX,1972,4396,68605
MEX,1973,4652,75250
MEX,1974,5046,82183
MEX,1975,5196,86247
MEX,1976,5243,94665
MEX,1977,5529,103035
MEX,1978,6712,115308
MEX,1979,7023,128498
MEX,1980,7003,145946
MEX,1981,7448,156552
MEX,1982,6926,163971
MEX,1983,6747,156108
MEX,1984,7293,161880
MEX,1985,7174,168985
MEX,1986,6960,168472
MEX,1987,7210,174001
MEX,1988,7311,175576
MEX,1989,7329,207878
MEX,1990,8221,182002
MEX,1991,7462,188560
MEX,1992,7848,189855
MEX,1993,8188,192429
MEX,1994,10260,198461
MEX,1995,12147,193728
MEX,1996,13196,193754
MEX,1997,14246,196050
MEX,1998,14218,206639
MEX,1999,15274,208471
MEX,2000,15631,208856
MEX,2001,13300,219398
MEX,2002,14010,225622
MEX,2003,15159,244870
MEX,2004,16737,246151
MEX,2005,16195,253440
MEX,2006,16447,259649
MEX,2007,17573,255716
MEX,2008,17209,254673
MEX,2009,14132,258328
MEX,2010,16870,251530
MEX,2011,18101,260842
MEX,2012,18073,266382
MEX,2013,18242,272251
MEX,2014,18995,267165
MEX,2015,18218,261772
MEX,2016,18824,252221
BLZ,1981,0,121
BLZ,1982,0,130
BLZ,1983,0,145
BLZ,1984,0,141
BLZ,1985,0,142
BLZ,1986,0,138
BLZ,1987,0,125
BLZ,1988,0,127
BLZ,1989,0,132
BLZ,1990,0,140
BLZ,1991,0,147
BLZ,1992,0,144
BLZ,1993,0,154
BLZ,1994,0,152
BLZ,1995,0,159
BLZ,1996,0,158
BLZ,1997,0,176
BLZ,1998,0,168
BLZ,1999,0,169
BLZ,2000,0,182
BLZ,2001,0,173
BLZ,2002,0,180
BLZ,2003,0,178
BLZ,2004,0,194
BLZ,2005,0,177
BLZ,2006,0,194
BLZ,2007,0,202
BLZ,2008,0,197
BLZ,2009,0,244
BLZ,2010,0,223
BLZ,2011,0,208
BLZ,2012,0,210
BLZ,2013,0,210
BLZ,2014,0,230
BLZ,2015,0,240
BLZ,2016,0,238
GUA,1868,0,0
GUA,1869,0,0
GUA,1870,0,0
GUA,1871,0,0
GUA,1872,0,0
GUA,1873,0,0
GUA,1874,0,0
GUA,1875,0,0
GUA,1876,0,0
GUA,1877,0,0
GUA,1878,0,0
GUA,1879,0,0
GUA,1880,0,0
GUA,1881,0,0
GUA,1882,0,0
GUA,1883,0,0
GUA,1884,0,0
GUA,1885,0,0
GUA,1886,0,0
GUA,1887,0,0
GUA,1888,0,0
GUA,1889,0,0
GUA,1890,0,0
GUA,1891,0,0
GUA,1892,0,0
GUA,1893,0,0
GUA,1894,0,0
GUA,1895,0,0
GUA,1896,0,0
GUA,1897,0,0
GUA,1898,0,0
GUA,1899,0,0
GUA,1900,0,0
GUA,1901,0,0
GUA,1902,0,0
GUA,1903,0,0
GUA,1904,0,0
GUA,1905,0,0
GUA,1906,0,0
GUA,1907,0,0
GUA,1908,0,0
GUA,1909,0,0
GUA,1910,0,0
GUA,1911,0,0
GUA,1912,0,0
GUA,1913,0,0
GUA,1914,0,0
GUA,1915,0,0
GUA,1916,0,0
GUA,1917,0,0
GUA,1918,0,0
GUA,1919,0,0
GUA,1920,0,0
GUA,1921,0,0
GUA,1922,0,0
GUA,1923,0,0
GUA,1924,0,0
GUA,1925,0,0
GUA,1926,0,0
GUA,1927,0,0
GUA,1928,0,0
GUA,1929,0,0
GUA,1930,0,0
GUA,1931,0,0
GUA,1932,0,0
GUA,1933,0,0
GUA,1934,0,0
GUA,1935,0,0
GUA,1936,0,0
GUA,1937,0,0
GUA,1938,0,0
GUA,1939,0,0
GUA,1940,0,0
GUA,1941,0,0
GUA,1942,0,0
GUA,1943,0,0
GUA,1944,0,0
GUA,1945,0,4
GUA,1946,0,5
GUA,1947,0,5
GUA,1948,0,7
GUA,1949,0,8
GUA,1950,0,10
GUA,1951,0,12
GUA,1952,0,13
GUA,1953,0,14
GUA,1954,0,15
GUA,1955,0,17
GUA,1956,0,21
GUA,1957,0,24
GUA,1958,0,27
GUA,1959,0,30
GUA,1960,0,35
GUA,1961,0,36
GUA,1962,0,40
GUA,1963,0,45
GUA,1964,0,53
GUA,1965,0,55
GUA,1966,0,61
GUA,1967,0,65
GUA,1968,0,1211
GUA,1969,0,1313
GUA,1970,0,2694
GUA,1971,0,2835
GUA,1972,0,3061
GUA,1973,0,3191
GUA,1974,0,3337
GUA,1975,0,3425
GUA,1976,0,3296
GUA,1977,0,3365
GUA,1978,0,3482
GUA,1979,0,4438
GUA,1980,0,4500
GUA,1981,0,4638
GUA,1982,0,4626
GUA,1983,0,4517
GUA,1984,0,4704
GUA,1985,0,4806
GUA,1986,0,4830
GUA,1987,0,4918
GUA,1988,0,5136
GUA,1989,0,5240
GUA,1990,21,5414
GUA,1991,23,5835
GUA,1992,25,6265
GUA,1993,18,6349
GUA,1994,24,6682
GUA,1995,33,6756
GUA,1996,44,6783
GUA,1997,60,7119
GUA,1998,81,7518
GUA,1999,109,8087
GUA,2000,167,8226
GUA,2001,202,8293
GUA,2002,216,8342
GUA,2003,226,7445
GUA,2004,232,8286
GUA,2005,207,8581
GUA,2006,292,7645
GUA,2007,349,7867
GUA,2008,250,7934
GUA,2009,224,8948
GUA,2010,274,9482
GUA,2011,445,10372
GUA,2012,334,9960
GUA,2013,385,10216
GUA,2014,395,11010
GUA,2015,403,11088
GUA,2016,314,13591
HON,1899,0,0
HON,1900,0,0
HON,1901,0,0
HON,1902,0,0
HON,1903,0,0
HON,1904,0,0
HON,1905,0,0
HON,1906,0,0
HON,1907,0,0
HON,1908,0,0
HON,1909,0,0
HON,1910,0,0
HON,1911,0,0
HON,1912,0,0
HON,1913,0,0
HON,1914,0,0
HON,1915,0,0
HON,1916,0,0
HON,1917,0,0
HON,1918,0,0
HON,1919,0,0
HON,1920,0,0
HON,1921,0,0
HON,1922,0,0
HON,1923,0,0
HON,1924,0,0
HON,1925,0,0
HON,1926,0,0
HON,1927,0,0
HON,1928,0,0
HON,1929,0,0
HON,1930,0,0
HON,1931,0,0
HON,1932,0,0
HON,1933,0,0
HON,1934,0,0
HON,1935,0,0
HON,1936,0,0
HON,1937,0,0
HON,1938,0,0
HON,1939,0,0
HON,1940,0,0
HON,1941,0,0
HON,1942,0,0
HON,1943,0,0
HON,1944,0,0
HON,1945,0,0
HON,1946,0,0
HON,1947,0,0
HON,1948,0,0
HON,1949,0,0
HON,1950,0,6
HON,1951,0,7
HON,1952,0,7
HON,1953,0,8
HON,1954,0,7
HON,1955,0,7
HON,1956,0,8
HON,1957,0,9
HON,1958,0,10
HON,1959,0,11
HON,1960,0,12
HON,1961,0,13
HON,1962,0,13
HON,1963,0,14
HON,1964,0,16
HON,1965,0,22
HON,1966,0,25
HON,1967,0,29
HON,1968,0,566
HON,1969,0,876
HON,1970,0,1974
HON,1971,0,1754
HON,1972,0,1910
HON,1973,0,1932
HON,1974,0,1975
HON,1975,0,2046
HON,1976,0,1960
HON,1977,0,2048
HON,1978,0,1991
HON,1979,0,2120
HON,1980,0,2218
HON,1981,0,1846
HON,1982,0,1727
HON,1983,0,2038
HON,1984,0,2036
HON,1985,0,2116
HON,1986,0,2171
HON,1987,0,2270
HON,1988,0,2512
HON,1989,0,2598
HON,1990,8,3695
HON,1991,8,3664
HON,1992,8,3705
HON,1993,8,3130
HON,1994,8,3177
HON,1995,8,3219
HON,1996,8,3257
HON,1997,8,3223
HON,1998,8,3361
HON,1999,8,2434
HON,2000,8,2532
HON,2001,8,2561
HON,2002,0,2732
HON,2003,0,2921
HON,2004,0,3098
HON,2005,0,3329
HON,2006,0,3424
HON,2007,0,3656
HON,2008,0,3660
HON,2009,0,3706
HON,2010,0,3765
HON,2011,0,4153
HON,2012,0,4463
HON,2013,0,4352
HON,2014,0,4471
HON,2015,0,4842
HON,2016,0,4943
SAL,1875,0,0
SAL,1876,0,0
SAL,1877,0,0
SAL,1878,0,0
SAL,1879,0,0
SAL,1880,0,0
SAL,1881,0,0
SAL,1882,0,0
SAL,1883,0,0
SAL,1884,0,0
SAL,1885,0,0
SAL,1886,0,0
SAL,1887,0,0
SAL,1888,0,0
SAL,1889,0,0
SAL,1890,0,0
SAL,1891,0,0
SAL,1892,0,0
SAL,1893,0,0
SAL,1894,0,0
SAL,1895,0,0
SAL,1896,0,0
SAL,1897,0,0
SAL,1898,0,0
SAL,1899,0,0
SAL,1900,0,0
SAL,1901,0,0
SAL,1902,0,0
SAL,1903,0,0
SAL,1904,0,0
SAL,1905,0,0
SAL,1906,0,0
SAL,1907,0,0
SAL,1908,0,0
SAL,1909,0,0
SAL,1910,0,0
SAL,1911,0,0
SAL,1912,0,0
SAL,1913,0,0
SAL,1914,0,0
SAL,1915,0,0
SAL,1916,0,0
SAL,1917,0,0
SAL,1918,0,0
SAL,1919,0,0
SAL,1920,0,0
SAL,1921,0,0
SAL,1922,0,0
SAL,1923,0,0
SAL,1924,0,0
SAL,1925,0,0
SAL,1926,0,0
SAL,1927,0,0
SAL,1928,0,0
SAL,1929,0,0
SAL,1930,0,0
SAL,1931,0,0
SAL,1932,0,0
SAL,1933,0,0
SAL,1934,0,0
SAL,1935,0,0
SAL,1936,0,0
SAL,1937,0,0
SAL,1938,0,0
SAL,1939,0,0
SAL,1940,0,0
SAL,1941,0,0
SAL,1942,0,0
SAL,1943,0,0
SAL,1944,0,0
SAL,1945,0,0
SAL,1946,0,0
SAL,1947,0,0
SAL,1948,0,0
SAL,1949,0,0
SAL,1950,0,8
SAL,1951,0,9
SAL,1952,0,11
SAL,1953,0,15
SAL,1954,0,16
SAL,1955,0,18
SAL,1956,0,20
SAL,1957,0,23
SAL,1958,0,26
SAL,1959,0,29
SAL,1960,0,31
SAL,1961,0,34
SAL,1962,0,37
SAL,1963,0,42
SAL,1964,0,47
SAL,1965,0,51
SAL,1966,0,59
SAL,1967,3,64
SAL,1968,3,897
SAL,1969,3,668
SAL,1970,8,1692
SAL,1971,9,2174
SAL,1972,6,2269
SAL,1973,10,2539
SAL,1974,10,2617
SAL,1975,10,2681
SAL,1976,10,2826
SAL,1977,62,2967
SAL,1978,64,3027
SAL,1979,0,3032
SAL,1980,0,2939
SAL,1981,0,2777
SAL,1982,0,2766
SAL,1983,0,2902
SAL,1984,0,2909
SAL,1985,0,3056
SAL,1986,0,3089
SAL,1987,0,3166
SAL,1988,0,3078
SAL,1989,0,3115
SAL,1990,16,2595
SAL,1991,19,3176
SAL,1992,28,3004
SAL,1993,37,3097
SAL,1994,24,3049
SAL,1995,28,3180
SAL,1996,41,3133
SAL,1997,45,3389
SAL,1998,43,3653
SAL,1999,34,3765
SAL,2000,41,3863
SAL,2001,39,3941
SAL,2002,49,3920
SAL,2003,57,3961
SAL,2004,59,4069
SAL,2005,48,4194
SAL,2006,72,4094
SAL,2007,73,3573
SAL,2008,71,3416
SAL,2009,56,3115
SAL,2010,64,3049
SAL,2011,97,2945
SAL,2012,72,2596
SAL,2013,118,1586
SAL,2014,121,1622
SAL,2015,124,1731
SAL,2016,100,1635
NIC,1900,0,0
NIC,1901,0,0
NIC,1902,0,0
NIC,1903,0,0
NIC,1904,0,0
NIC,1905,0,0
NIC,1906,0,0
NIC,1907,0,0
NIC,1908,0,0
NIC,1909,0,0
NIC,1910,0,0
NIC,1911,0,0
NIC,1912,0,0
NIC,1913,0,0
NIC,1914,0,0
NIC,1915,0,0
NIC,1916,0,0
NIC,1917,0,0
NIC,1918,0,0
NIC,1919,0,0
NIC,1920,0,0
NIC,1921,0,0
NIC,1922,0,0
NIC,1923,0,0
NIC,1924,0,0
NIC,1925,0,0
NIC,1926,0,0
NIC,1927,0,0
NIC,1928,0,0
NIC,1929,0,0
NIC,1930,0,0
NIC,1931,0,0
NIC,1932,0,0
NIC,1933,0,0
NIC,1934,0,0
NIC,1935,0,0
NIC,1936,0,0
NIC,1937,0,0
NIC,1938,0,0
NIC,1939,0,0
NIC,1940,0,0
NIC,1941,0,0
NIC,1942,0,0
NIC,1943,0,0
NIC,1944,0,0
NIC,1945,0,0
NIC,1946,0,0
NIC,1947,0,0
NIC,1948,0,9
NIC,1949,0,10
NIC,1950,0,10
NIC,1951,0,10
NIC,1952,0,11
NIC,1953,0,12
NIC,1954,0,13
NIC,1955,0,14
NIC,1956,0,15
NIC,1957,0,16
NIC,1958,0,18
NIC,1959,0,20
NIC,1960,0,23
NIC,1961,0,24
NIC,1962,0,26
NIC,1963,0,31
NIC,1964,0,35
NIC,1965,0,38
NIC,1966,0,45
NIC,1967,0,51
NIC,1968,0,639
NIC,1969,0,664
NIC,1970,0,1357
NIC,1971,0,1753
NIC,1972,0,1802
NIC,1973,0,1975
NIC,1974,0,2026
NIC,1975,0,2159
NIC,1976,0,2265
NIC,1977,0,2409
NIC,1978,0,2270
NIC,1979,0,2026
NIC,1980,0,2171
NIC,1981,0,2307
NIC,1982,0,2306
NIC,1983,0,2199
NIC,1984,0,2138
NIC,1985,0,2205
NIC,1986,0,2338
NIC,1987,0,2304
NIC,1988,0,2333
NIC,1989,0,2348
NIC,1990,0,2508
NIC,1991,0,2584
NIC,1992,0,2608
NIC,1993,0,2608
NIC,1994,0,2681
NIC,1995,0,2594
NIC,1996,0,2726
NIC,1997,0,3033
NIC,1998,0,3201
NIC,1999,0,3167
NIC,2000,0,3268
NIC,2001,0,3274
NIC,2002,0,3250
NIC,2003,0,3183
NIC,2004,0,3360
NIC,2005,0,3265
NIC,2006,0,3219
NIC,2007,0,3300
NIC,2008,0,3191
NIC,2009,0,3344
NIC,2010,0,3313
NIC,2011,0,3381
NIC,2012,0,3103
NIC,2013,0,3365
NIC,2014,0,3457
NIC,2015,0,3618
NIC,2016,0,3508
COS,1920,0,0
COS,1921,0,0
COS,1922,0,0
COS,1923,0,0
COS,1924,0,5
COS,1925,0,11
COS,1926,0,13
COS,1927,0,12
COS,1928,0,12
COS,1929,0,10
COS,1930,0,8
COS,1931,0,7
COS,1932,0,7
COS,1933,0,7
COS,1934,0,8
COS,1935,0,10
COS,1936,0,10
COS,1937,0,12
COS,1938,0,16
COS,1939,0,17
COS,1940,0,17
COS,1941,0,15
COS,1942,0,15
COS,1943,0,15
COS,1944,0,16
COS,1945,0,16
COS,1946,0,18
COS,1947,0,19
COS,1948,0,19
COS,1949,0,17
COS,1950,0,22
COS,1951,0,23
COS,1952,0,25
COS,1953,0,27
COS,1954,0,30
COS,1955,0,33
COS,1956,0,40
COS,1957,0,43
COS,1958,0,45
COS,1959,0,48
COS,1960,0,54
COS,1961,0,57
COS,1962,0,60
COS,1963,0,64
COS,1964,0,70
COS,1965,0,81
COS,1966,0,86
COS,1967,0,93
COS,1968,0,636
COS,1969,0,674
COS,1970,0,1216
COS,1971,0,1457
COS,1972,0,1551
COS,1973,0,1529
COS,1974,0,1511
COS,1975,0,1343
COS,1976,0,1357
COS,1977,0,1555
COS,1978,0,1716
COS,1979,0,1706
COS,1980,0,1856
COS,1981,0,1856
COS,1982,0,1819
COS,1983,0,1735
COS,1984,0,1794
COS,1985,0,1921
COS,1986,0,2284
COS,1987,0,2379
COS,1988,0,2355
COS,1989,0,2397
COS,1990,0,1595
COS,1991,0,1587
COS,1992,0,1744
COS,1993,0,1794
COS,1994,0,1866
COS,1995,0,2154
COS,1996,0,2067
COS,1997,0,1984
COS,1998,0,967
COS,1999,0,979
COS,2000,0,1107
COS,2001,0,1561
COS,2002,0,1949
COS,2003,0,2087
COS,2004,0,2439
COS,2005,0,2531
COS,2006,0,2964
COS,2007,0,3228
COS,2008,0,3044
COS,2009,0,2599
COS,2010,0,2886
COS,2011,0,2166
COS,2012,0,1985
COS,2013,0,2069
COS,2014,0,2067
COS,2015,0,2090
COS,2016,0,2093
PAN,1903,-9,-9
PAN,1904,-9,-9
PAN,1905,-9,-9
PAN,1906,-9,-9
PAN,1907,-9,-9
PAN,1908,-9,-9
PAN,1909,-9,-9
PAN,1910,-9,-9
PAN,1911,-9,-9
PAN,1912,-9,-9
PAN,1913,-9,-9
PAN,1914,-9,-9
PAN,1915,-9,-9
PAN,1916,-9,-9
PAN,1917,-9,-9
PAN,1918,-9,-9
PAN,1919,-9,-9
PAN,1920,0,0
PAN,1921,0,0
PAN,1922,0,0
PAN,1923,0,0
PAN,1924,0,0
PAN,1925,0,0
PAN,1926,0,0
PAN,1927,0,0
PAN,1928,0,0
PAN,1929,0,0
PAN,1930,0,0
PAN,1931,0,0
PAN,1932,0,0
PAN,1933,0,0
PAN,1934,0,0
PAN,1935,0,0
PAN,1936,0,0
PAN,1937,0,0
PAN,1938,0,0
PAN,1939,0,0
PAN,1940,0,0
PAN,1941,0,0
PAN,1942,0,0
PAN,1943,0,0
PAN,1944,0,0
PAN,1945,0,7
PAN,1946,0,8
PAN,1947,0,8
PAN,1948,0,9
PAN,1949,0,9
PAN,1950,0,12
PAN,1951,0,13
PAN,1952,0,14
PAN,1953,0,15
PAN,1954,0,16
PAN,1955,0,17
PAN,1956,0,19
PAN,1957,0,22
PAN,1958,0,24
PAN,1959,0,27
PAN,1960,0,28
PAN,1961,0,32
PAN,1962,0,40
PAN,1963,0,43
PAN,1964,0,52
PAN,1965,0,63
PAN,1966,0,64
PAN,1967,0,72
PAN,1968,0,4274
PAN,1969,0,5308
PAN,1970,0,5790
PAN,1971,0,6396
PAN,1972,0,6463
PAN,1973,0,6165
PAN,1974,0,5865
PAN,1975,0,6335
PAN,1976,0,4830
PAN,1977,0,4889
PAN,1978,0,4263
PAN,1979,0,3951
PAN,1980,0,3666
PAN,1981,0,3402
PAN,1982,0,3526
PAN,1983,0,3446
PAN,1984,0,3150
PAN,1985,0,2549
PAN,1986,0,2278
PAN,1987,0,2944
PAN,1988,0,2321
PAN,1989,0,2244
PAN,1990,0,2687
PAN,1991,0,2633
PAN,1992,0,3698
PAN,1993,0,3571
PAN,1994,0,2762
PAN,1995,0,2353
PAN,1996,0,4116
PAN,1997,0,4567
PAN,1998,0,4645
PAN,1999,0,4856
PAN,2000,0,4523
PAN,2001,0,4531
PAN,2002,0,2656
PAN,2003,0,1188
PAN,2004,0,1369
PAN,2005,0,1354
PAN,2006,0,1429
PAN,2007,0,1388
PAN,2008,0,1189
PAN,2009,0,1221
PAN,2010,0,1298
PAN,2011,0,1611
PAN,2012,0,1783
PAN,2013,0,1873
PAN,2014,0,1917
PAN,2015,0,2010
PAN,2016,0,2063
COL,1831,0,0
COL,1832,0,0
COL,1833,0,0
COL,1834,0,0
COL,1835,0,0
COL,1836,0,0
COL,1837,0,0
COL,1838,0,0
COL,1839,0,0
COL,1840,0,0
COL,1841,0,0
COL,1842,0,0
COL,1843,0,0
COL,1844,0,0
COL,1845,0,0
COL,1846,0,0
COL,1847,0,0
COL,1848,0,0
COL,1849,0,0
COL,1850,0,0
COL,1851,0,0
COL,1852,0,0
COL,1853,0,0
COL,1854,0,0
COL,1855,0,0
COL,1856,0,0
COL,1857,0,0
COL,1858,0,0
COL,1859,0,0
COL,1860,0,0
COL,1861,0,0
COL,1862,0,0
COL,1863,0,0
COL,1864,0,0
COL,1865,0,0
COL,1866,0,0
COL,1867,0,0
COL,1868,0,0
COL,1869,0,0
COL,1870,0,0
COL,1871,0,0
COL,1872,0,0
COL,1873,0,0
COL,1874,0,0
COL,1875,0,0
COL,1876,0,0
COL,1877,0,0
COL,1878,0,0
COL,1879,0,0
COL,1880,0,0
COL,1881,0,0
COL,1882,0,0
COL,1883,0,0
COL,1884,0,0
COL,1885,0,0
COL,1886,0,0
COL,1887,0,0
COL,1888,0,0
COL,1889,0,0
COL,1890,0,0
COL,1891,0,10
COL,1892,0,17
COL,1893,0,13
COL,1894,0,14
COL,1895,0,13
COL,1896,0,12
COL,1897,0,16
COL,1898,0,16
COL,1899,0,18
COL,1900,0,17
COL,1901,0,29
COL,1902,0,31
COL,1903,0,33
COL,1904,0,36
COL,1905,0,40
COL,1906,0,36
COL,1907,0,50
COL,1908,0,68
COL,1909,0,74
COL,1910,0,81
COL,1911,0,152
COL,1912,0,106
COL,1913,0,56
COL,1914,0,51
COL,1915,0,84
COL,1916,0,134
COL,1917,0,97
COL,1918,0,139
COL,1919,0,131
COL,1920,0,141
COL,1921,0,151
COL,1922,0,66
COL,1923,0,87
COL,1924,0,91
COL,1925,0,206
COL,1926,0,394
COL,1927,0,384
COL,1928,0,504
COL,1929,0,477
COL,1930,0,180
COL,1931,0,154
COL,1932,0,37
COL,1933,0,240
COL,1934,0,333
COL,1935,0,1271
COL,1936,0,1428
COL,1937,0,1418
COL,1938,0,1518
COL,1939,0,2267
COL,1940,0,2042
COL,1941,0,1900
COL,1942,0,2010
COL,1943,0,1813
COL,1944,0,2318
COL,1945,0,2209
COL,1946,0,2404
COL,1947,0,2447
COL,1948,0,2078
COL,1949,0,2432
COL,1950,0,2963
COL,1951,0,3049
COL,1952,0,3222
COL,1953,0,3898
COL,1954,0,3154
COL,1955,77,4624
COL,1956,90,4862
COL,1957,114,5647
COL,1958,121,6951
COL,1959,109,10818
COL,1960,157,10826
COL,1961,181,11071
COL,1962,194,11665
COL,1963,200,12358
COL,1964,200,12964
COL,1965,204,13398
COL,1966,174,14198
COL,1967,207,15152
COL,1968,199,15524
COL,1969,206,16737
COL,1970,239,19115
COL,1971,248,20473
COL,1972,275,21954
COL,1973,263,22721
COL,1974,244,23743
COL,1975,266,23411
COL,1976,252,24024
COL,1977,209,24570
COL,1978,265,25724
COL,1979,234,26654
COL,1980,420,27067
COL,1981,420,28113
COL,1982,422,29875
COL,1983,482,33227
COL,1984,507,33626
COL,1985,525,33062
COL,1986,632,34613
COL,1987,691,37066
COL,1988,777,37228
COL,1989,711,37988
COL,1990,733,38444
COL,1991,700,38976
COL,1992,657,39365
COL,1993,715,40925
COL,1994,694,42141
COL,1995,714,43122
COL,1996,695,45824
COL,1997,734,46268
COL,1998,636,46225
COL,1999,534,44896
COL,2000,660,46368
COL,2001,638,47375
COL,2002,664,45894
COL,2003,668,46920
COL,2004,730,46583
COL,2005,842,47576
COL,2006,1220,48864
COL,2007,1245,48789
COL,2008,1053,53188
COL,2009,1053,55254
COL,2010,1213,56470
COL,2011,1287,57085
COL,2012,1302,58182
COL,2013,1236,61747
COL,2014,1208,62413
COL,2015,1211,57844
COL,2016,1272,64169
VEN,1841,0,0
VEN,1842,0,0
VEN,1843,0,0
VEN,1844,0,0
VEN,1845,0,0
VEN,1846,0,0
VEN,1847,0,0
VEN,1848,0,0
VEN,1849,0,0
VEN,1850,0,0
VEN,1851,0,0
VEN,1852,0,0
VEN,1853,0,0
VEN,1854,0,0
VEN,1855,0,0
VEN,1856,0,0
VEN,1857,0,0
VEN,1858,0,0
VEN,1859,0,0
VEN,1860,0,0
VEN,1861,0,0
VEN,1862,0,0
VEN,1863,0,0
VEN,1864,0,0
VEN,1865,0,0
VEN,1866,0,0
VEN,1867,0,0
VEN,1868,0,0
VEN,1869,0,0
VEN,1870,0,0
VEN,1871,0,0
VEN,1872,0,0
VEN,1873,0,0
VEN,1874,0,0
VEN,1875,0,0
VEN,1876,0,0
VEN,1877,0,0
VEN,1878,0,0
VEN,1879,0,0
VEN,1880,0,0
VEN,1881,0,0
VEN,1882,0,0
VEN,1883,0,0
VEN,1884,0,1
VEN,1885,0,1
VEN,1886,0,1
VEN,1887,0,3
VEN,1888,0,3
VEN,1889,0,3
VEN,1890,0,6
VEN,1891,0,21
VEN,1892,0,31
VEN,1893,0,21
VEN,1894,0,19
VEN,1895,0,19
VEN,1896,0,19
VEN,1897,0,19
VEN,1898,0,29
VEN,1899,0,39
VEN,1900,0,54
VEN,1901,0,56
VEN,1902,0,46
VEN,1903,0,53
VEN,1904,0,56
VEN,1905,0,71
VEN,1906,0,101
VEN,1907,0,143
VEN,1908,0,180
VEN,1909,0,269
VEN,1910,0,240
VEN,1911,0,279
VEN,1912,0,334
VEN,1913,0,397
VEN,1914,0,359
VEN,1915,0,20
VEN,1916,0,32
VEN,1917,0,33
VEN,1918,0,62
VEN,1919,0,117
VEN,1920,0,70
VEN,1921,0,77
VEN,1922,0,99
VEN,1923,0,159
VEN,1924,0,142
VEN,1925,0,231
VEN,1926,0,465
VEN,1927,0,789
VEN,1928,0,860
VEN,1929,0,919
VEN,1930,0,869
VEN,1931,0,861
VEN,1932,0,986
VEN,1933,0,359
VEN,1934,0,1104
VEN,1935,0,1124
VEN,1936,0,1436
VEN,1937,0,2628
VEN,1938,0,974
VEN,1939,0,1920
VEN,1940,0,3820
VEN,1941,0,2140
VEN,1942,0,718
VEN,1943,0,2429
VEN,1944,0,5316
VEN,1945,0,3859
VEN,1946,0,3376
VEN,1947,0,5825
VEN,1948,0,5337
VEN,1949,0,13732
VEN,1950,0,41138
VEN,1951,0,51529
VEN,1952,0,56278
VEN,1953,0,60759
VEN,1954,0,64596
VEN,1955,0,76365
VEN,1956,0,87034
VEN,1957,0,98406
VEN,1958,0,97014
VEN,1959,50,107242
VEN,1960,47,110514
VEN,1961,75,115411
VEN,1962,225,127458
VEN,1963,364,132914
VEN,1964,441,138182
VEN,1965,625,147664
VEN,1966,537,146112
VEN,1967,690,152783
VEN,1968,860,99572
VEN,1969,840,98783
VEN,1970,927,113233
VEN,1971,924,109962
VEN,1972,964,101137
VEN,1973,907,116264
VEN,1974,895,114204
VEN,1975,919,87271
VEN,1976,937,91663
VEN,1977,855,92519
VEN,1978,860,94375
VEN,1979,1473,100076
VEN,1980,1784,98081
VEN,1981,1818,93551
VEN,1982,2215,95618
VEN,1983,2320,95441
VEN,1984,2770,97432
VEN,1985,3061,99834
VEN,1986,3402,102955
VEN,1987,3721,99380
VEN,1988,3650,113160
VEN,1989,3404,110029
VEN,1990,3140,112346
VEN,1991,2933,117514
VEN,1992,2446,99380
VEN,1993,2568,116348
VEN,1994,3524,123285
VEN,1995,3568,129807
VEN,1996,3956,130673
VEN,1997,3987,135477
VEN,1998,3553,158010
VEN,1999,3261,160543
VEN,2000,3835,142070
VEN,2001,3813,152864
VEN,2002,4164,150919
VEN,2003,3930,140339
VEN,2004,4561,128976
VEN,2005,4910,133648
VEN,2006,4864,140473
VEN,2007,5005,134135
VEN,2008,4224,146679
VEN,2009,3808,147299
VEN,2010,2207,144552
VEN,2011,3073,143841
VEN,2012,2359,143345
VEN,2013,2139,131821
VEN,2014,1485,130929
VEN,2015,1345,117427
VEN,2016,553,109225
GUY,1966,0,30
GUY,1967,0,32
GUY,1968,0,326
GUY,1969,0,372
GUY,1970,0,329
GUY,1971,0,383
GUY,1972,0,333
GUY,1973,0,288
GUY,1974,0,352
GUY,1975,0,317
GUY,1976,0,346
GUY,1977,0,273
GUY,1978,0,347
GUY,1979,0,327
GUY,1980,0,302
GUY,1981,0,333
GUY,1982,0,311
GUY,1983,0,283
GUY,1984,0,276
GUY,1985,0,282
GUY,1986,0,279
GUY,1987,0,255
GUY,1988,0,208
GUY,1989,0,194
GUY,1990,0,338
GUY,1991,0,225
GUY,1992,0,298
GUY,1993,0,317
GUY,1994,0,363
GUY,1995,0,358
GUY,1996,0,396
